id,nity_area,caseno,Date,block,Type,Type_desc,Where,Arrest,Domestic,District,Community_area,Year,Time,Latitude,Longitude,IPC,Session,Day
1457,12587490,JF104322,01-01-2022,055XX W WASHINGTON BLVD,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,15,25,2015,13:30:00,31.48044731,79.96482627,378,Noon,Monday
1458,12584579,JF103448,04-01-2022,031XX W PERSHING RD,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,9,58,2015,17:25:00,30.90299053,81.01513151,352,Evening,Thursday
1459,12584129,JF102779,04-01-2022,002XX W 71ST ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,FALSE,TRUE,7,69,2015,6:45:00,31.34186764,78.24922663,38-42,Early Morning,Thursday
1460,12584516,JF103355,04-01-2022,059XX W 60TH ST,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,8,64,2015,15:30:00,29.19348206,81.05533761,352,Noon,Thursday
1461,12584850,JF103592,04-01-2022,009XX N LAWNDALE AVE,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,11,23,2015,20:43:00,29.13369878,79.13659597,392,Night,Thursday
1462,12584213,JF102910,04-01-2022,112XX S WALLACE ST,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,22,49,2015,10:00:00,31.22001863,79.58411803,378,Morning,Thursday
1463,12584567,JF103412,04-01-2022,031XX N BROADWAY,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,19,6,2015,17:19:00,30.75125478,79.97001708,378,Evening,Thursday
1464,12584927,JF103795,04-01-2022,043XX N KENMORE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,19,3,2015,17:00:00,30.83085415,79.78994968,427,Evening,Thursday
1465,12584283,JF103027,04-01-2022,019XX N MAUD AVE,INTIMIDATION,EXTORTION,APARTMENT,FALSE,FALSE,18,7,2015,10:00:00,30.54405685,80.00473972,506,Morning,Thursday
1466,12584610,JF103489,04-01-2022,009XX W ADDISON ST,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,19,6,2015,18:00:00,30.20778526,78.18704073,378,Evening,Thursday
1467,12585023,JF103954,04-01-2022,121XX S LAFAYETTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,5,53,2015,22:00:00,31.27547,78.45005851,279,Night,Thursday
1468,12584095,JF102751,04-01-2022,041XX N KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,17,16,2015,4:20:00,30.65365635,78.39165108,279,Early Morning,Thursday
1469,12584519,JF103287,04-01-2022,039XX W 71ST ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESTAURANT,FALSE,FALSE,8,65,2015,15:05:00,29.26006271,79.71661664,38-42,Noon,Thursday
1470,12586193,JF105012,04-01-2022,081XX S CAMPBELL AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,8,70,2015,16:00:00,29.72319298,80.70408871,378,Evening,Thursday
1471,12584602,JF103537,04-01-2022,025XX E 96TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,4,51,2015,17:47:00,31.57775163,78.06908492,38-42,Evening,Thursday
1472,12584640,JF103518,04-01-2022,036XX W LEXINGTON ST,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,TRUE,FALSE,11,27,2015,19:19:00,30.38897563,79.23422899,29,Evening,Thursday
1473,12587580,JF107109,04-01-2022,037XX W LELAND AVE,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,17,14,2015,15:00:00,28.50895315,79.83246247,352,Noon,Thursday
1474,12584104,JF102720,04-01-2022,030XX W CULLERTON ST,THEFT,$500 AND UNDER,RESIDENCE,TRUE,TRUE,10,30,2015,1:09:00,30.58481797,79.63931827,378,Late Night,Thursday
1475,12584212,JF102874,04-01-2022,019XX W 35TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,9,59,2015,9:16:00,31.48902003,77.73798089,378,Morning,Thursday
1476,12584956,JF103810,04-01-2022,031XX W MONTROSE AVE,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,17,14,2015,22:00:00,29.14601377,79.11464901,379,Night,Thursday
1477,12584972,JF103877,04-01-2022,087XX W BRYN MAWR AVE,THEFT,OVER $500,RESIDENCE - GARAGE,FALSE,FALSE,16,76,2015,10:00:00,28.62269171,80.72897149,378,Morning,Thursday
1478,12584263,JF102683,04-01-2022,065XX S ALBANY AVE,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,8,66,2015,0:11:00,31.11321912,77.4998776,352,Late Night,Thursday
1479,12584422,JF103171,04-01-2022,022XX W AINSLIE ST,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,FALSE,FALSE,20,4,2015,13:58:00,30.74877176,77.81166683,392,Noon,Thursday
1480,12584933,JF102868,04-01-2022,010XX E 80TH ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,6,44,2015,9:00:00,29.69871853,81.15358744,378,Morning,Thursday
1481,12584713,JF103575,04-01-2022,105XX S WALLACE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,22,49,2015,20:05:00,30.35425786,77.90016902,206,Night,Thursday
1482,12584840,JF103685,04-01-2022,130XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,5,54,2015,10:30:00,29.10059534,78.26072565,352,Morning,Thursday
1483,12584120,JF102743,04-01-2022,099XX S BENSLEY AVE,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,4,51,2015,0:00:00,30.43294636,80.4749347,352,Late Night,Thursday
1484,12584301,JF102940,04-01-2022,033XX W MADISON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,11,27,2015,10:10:00,28.5484026,78.9549265,352,Morning,Thursday
1485,12586930,JF105652,04-01-2022,011XX W MONROE ST,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,12,28,2015,7:50:00,30.02727125,79.17507059,378,Early Morning,Thursday
1486,12584077,JF102741,04-01-2022,008XX E 80TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,6,44,2015,3:24:00,29.14668585,80.19513531,427,Late Night,Thursday
1487,12586574,JF105397,04-01-2022,007XX W 48TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,9,61,2015,17:00:00,29.5487137,81.12551868,427,Evening,Thursday
1488,12584243,JF102797,04-01-2022,074XX S EXCHANGE AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,3,43,2015,5:00:00,30.87339089,79.58469136,378,Early Morning,Thursday
1489,12585117,JF104086,04-01-2022,036XX S LA SALLE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2,34,2015,23:30:00,31.58355836,77.59571364,279,Night,Thursday
1490,12584508,JF103394,04-01-2022,021XX N CLYBOURN AVE,BATTERY,SIMPLE,BANK,FALSE,FALSE,18,7,2015,13:15:00,29.37269465,77.5672797,352,Noon,Thursday
1491,12585357,JF104415,04-01-2022,063XX W MONTROSE AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,FALSE,FALSE,16,15,2015,20:00:00,28.73357075,77.77856008,206,Night,Thursday
1492,12584794,JF103520,04-01-2022,014XX W CHICAGO AVE,NARCOTICS,POSSESS - PCP,STREET,TRUE,FALSE,12,24,2015,18:31:00,30.72807247,77.91169794,29,Evening,Thursday
1493,12585572,JF104505,04-01-2022,013XX N HOMAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,14,23,2015,23:00:00,30.81227019,78.91576145,279,Night,Thursday
1494,12584339,JF103127,04-01-2022,128XX S ESCANABA AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,4,55,2015,2:25:00,31.19682218,78.51917294,378,Late Night,Thursday
1495,12584564,JF103259,04-01-2022,015XX W GLENLAKE AVE,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,FALSE,FALSE,24,77,2015,15:14:00,31.18349311,78.01627044,392,Noon,Thursday
1496,12584631,JF103563,04-01-2022,088XX S SAGINAW AVE,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,4,46,2015,19:30:00,30.65518563,79.24663052,427,Evening,Thursday
1497,12588199,JF104329,04-01-2022,018XX S TROY ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,10,29,2015,17:00:00,29.34289531,78.52115505,206,Evening,Thursday
1498,12584590,JF103263,04-01-2022,013XX W 18TH ST,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,FALSE,FALSE,12,31,2015,15:35:00,31.10170701,80.70543791,441,Noon,Thursday
1499,12584415,JF103112,04-01-2022,077XX S AVALON AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,4,45,2015,4:00:00,29.20195042,80.24036032,378,Early Morning,Thursday
1500,12584758,JF103502,04-01-2022,038XX W 81ST PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,8,70,2015,18:38:00,31.15004908,80.13854494,427,Evening,Thursday
1501,12584328,JF103020,04-01-2022,047XX W JACKSON BLVD,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,11,25,2015,11:05:00,31.57513442,80.21934372,352,Morning,Thursday
1502,12586235,JF105340,04-01-2022,063XX S LANGLEY AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,3,42,2015,11:04:00,29.8443548,80.23683949,427,Morning,Thursday
1503,12584782,JF103627,04-01-2022,110XX S RACINE AVE,CONCEALED CARRY LICENSE VIOLATION,OTHER,STREET,TRUE,FALSE,22,75,2015,21:10:00,30.72259554,79.28709712,181,Night,Thursday
1504,12585913,JF105027,04-01-2022,077XX S RACINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,6,71,2015,18:00:00,28.6035942,79.11814794,279,Evening,Thursday
1505,12584310,JF103122,04-01-2022,003XX E LOWER RANDOLPH ST,THEFT,$500 AND UNDER,OTHER (SPECIFY),FALSE,FALSE,1,32,2015,9:00:00,28.93799698,79.06024876,378,Morning,Thursday
1506,12584056,JF102690,04-01-2022,046XX S SACRAMENTO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,9,58,2015,0:00:00,30.26444587,78.06785273,352,Late Night,Thursday
1507,12585162,JF104105,04-01-2022,021XX S TRUMBULL AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,10,29,2015,21:00:00,30.27286289,77.48856304,378,Night,Thursday
1508,12584181,JF102876,04-01-2022,0000X W 112TH PL,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,FALSE,FALSE,5,49,2015,8:45:00,31.21888467,80.82844155,38-42,Morning,Thursday
1509,12584385,JF103113,04-01-2022,038XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,TRUE,2,35,2015,13:10:00,30.46640948,80.70439437,352,Noon,Thursday
1510,12585055,JF103825,04-01-2022,025XX W 118TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,22,75,2015,20:30:00,29.31677064,80.87140877,279,Night,Thursday
1511,12584810,JF103570,04-01-2022,068XX S LOOMIS BLVD,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,SMALL RETAIL STORE,TRUE,FALSE,7,67,2015,19:36:00,30.44821904,81.09631716,279,Evening,Thursday
1512,12584877,JF103155,04-01-2022,034XX W OGDEN AVE,THEFT,$500 AND UNDER,TAVERN / LIQUOR STORE,FALSE,FALSE,10,29,2015,13:38:00,31.60536823,77.56099434,378,Noon,Thursday
1513,12584724,JF103578,04-01-2022,059XX S PAULINA ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,7,67,2015,20:23:00,29.66499233,77.83100141,352,Night,Thursday
1514,12586772,JF105928,04-01-2022,054XX S INGLESIDE AVE,THEFT,OVER $500,STREET,FALSE,FALSE,2,41,2015,9:30:00,30.94663678,80.96569876,378,Morning,Thursday
1515,26551,JF103538,04-01-2022,003XX W 75TH ST,HOMICIDE,FIRST DEGREE MURDER,LIQUOR STORE,FALSE,FALSE,7,69,2015,21:50:00,28.59582397,80.15429603,302,Night,Thursday
1516,12585445,JF104406,04-01-2022,018XX N KEELER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,25,20,2015,21:00:00,31.05408118,78.27538226,352,Night,Thursday
1517,12585979,JF105130,04-01-2022,008XX W BELLE PLAINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,19,3,2015,0:00:00,30.84655269,80.18440571,279,Late Night,Thursday
1518,12584393,JF102864,04-01-2022,082XX S HALSTED ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,FALSE,6,71,2015,9:00:00,30.82980872,79.20362412,352,Morning,Thursday
1519,12585173,JF104135,04-01-2022,061XX S CALIFORNIA AVE,THEFT,OVER $500,STREET,FALSE,FALSE,8,66,2015,18:00:00,29.31934889,79.50123544,378,Evening,Thursday
1520,12584500,JF103324,04-01-2022,006XX E 42ND ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2,38,2015,16:18:00,30.16840055,80.13592401,352,Evening,Thursday
1521,12584355,JF103154,04-01-2022,093XX S PRAIRIE AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,6,49,2015,10:00:00,31.3722261,79.79559082,206,Morning,Thursday
1522,12584286,JF103009,04-01-2022,018XX S KARLOV AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,10,29,2015,11:24:00,30.59807285,80.74356319,352,Morning,Thursday
1523,12584800,JF103663,04-01-2022,130XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,5,54,2015,23:32:00,29.9893376,80.58391845,352,Night,Thursday
1524,12584821,JF103676,04-01-2022,001XX W MADISON ST,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1,32,2015,11:30:00,31.1641088,77.96230488,378,Morning,Thursday
1525,12584547,JF103339,04-01-2022,028XX S LOCK ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,9,60,2015,14:46:00,29.57093165,81.10878134,379,Noon,Thursday
1526,12584674,JF102976,04-01-2022,019XX N NEVA AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,25,25,2015,4:20:00,30.99299975,77.92901254,441,Early Morning,Thursday
1527,12585265,JF104323,04-01-2022,028XX W 19TH ST,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,10,30,2015,16:00:00,30.62919301,79.09904905,378,Evening,Thursday
1528,12587782,JF100180,01-01-2022,069XX S VERNON AVE,BATTERY,SIMPLE,APARTMENT,FALSE,TRUE,3,69,2015,3:00:00,30.98386749,78.73318908,352,Late Night,Monday
1529,12584456,JF103354,04-01-2022,003XX E OHIO ST,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,18,8,2015,16:55:00,31.36567179,80.67946366,378,Evening,Thursday
1530,12587435,JF104336,04-01-2022,038XX S SACRAMENTO AVE,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",ALLEY,FALSE,FALSE,9,58,2015,20:00:00,29.70017834,80.08940847,279,Night,Thursday
1531,12584924,JF103080,04-01-2022,076XX S PHILLIPS AVE,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,4,43,2015,11:45:00,31.24678644,78.2539799,352,Morning,Thursday
1532,12584766,JF103523,04-01-2022,008XX W MONTROSE AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,19,3,2015,19:00:00,31.02159133,77.67879498,378,Evening,Thursday
1533,12587078,JF105495,04-01-2022,067XX S PERRY AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,7,69,2015,18:00:00,30.71923252,79.01774005,378,Evening,Thursday
1534,12585073,JF103073,04-01-2022,068XX S DANTE AVE,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,3,43,2015,10:30:00,30.40244492,80.69058756,378,Morning,Thursday
1535,12584474,JF103201,04-01-2022,103XX S VERNON AVE,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,5,49,2015,14:31:00,30.81466126,81.1003791,392,Noon,Thursday
1536,12585028,JF103915,04-01-2022,005XX E 33RD PL,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2,35,2015,17:22:00,31.39611632,79.15611278,378,Evening,Thursday
1537,12584774,JF103632,04-01-2022,078XX S COLFAX AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,4,43,2015,22:05:00,30.90985487,79.19336783,352,Night,Thursday
1538,12584045,JF102724,04-01-2022,104XX S MICHIGAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,5,49,2015,1:32:00,28.84398339,78.49298362,352,Late Night,Thursday
1539,12584857,JF103675,04-01-2022,109XX S HALSTED ST,THEFT,OVER $500,NURSING / RETIREMENT HOME,FALSE,FALSE,22,49,2015,22:30:00,30.23140471,80.20048334,378,Night,Thursday
1540,12584803,JF103643,04-01-2022,032XX W WILSON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,17,14,2015,22:48:00,29.7501575,80.76429768,427,Night,Thursday
1541,12584326,JF102897,04-01-2022,005XX W SUPERIOR ST,ROBBERY,ARMED - OTHER FIREARM,STREET,FALSE,FALSE,18,8,2015,9:29:00,31.19325048,80.35921464,392,Morning,Thursday
1542,12584580,JF103430,04-01-2022,040XX S FEDERAL ST,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,FALSE,TRUE,2,38,2015,17:46:00,30.06175502,80.48646898,352,Evening,Thursday
1543,12584150,JF102766,04-01-2022,028XX W 42ND ST,BATTERY,SIMPLE,STREET,FALSE,FALSE,9,58,2015,5:45:00,30.7237121,80.14217562,352,Early Morning,Thursday
1544,12584569,JF103503,04-01-2022,023XX W NORTH AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,14,24,2015,18:00:00,29.99572927,77.55514834,378,Evening,Thursday
1545,12586132,JF104771,04-01-2022,033XX N ASHLAND AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,19,6,2015,8:39:00,29.0803669,78.43818807,378,Morning,Thursday
1546,12584828,JF103669,04-01-2022,040XX W LEXINGTON ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,11,26,2015,23:20:00,31.5958306,78.63440027,38-42,Night,Thursday
1547,12584729,JF103209,04-01-2022,012XX W 109TH PL,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,22,75,2015,14:50:00,29.53884574,78.58796628,392,Noon,Thursday
1548,12584412,JF103111,04-01-2022,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1,32,2015,12:15:00,31.60718593,79.8725504,378,Noon,Thursday
1549,12585421,JF103905,04-01-2022,006XX N MICHIGAN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,8,2015,13:01:00,29.31475043,77.91247621,378,Noon,Thursday
1550,12584432,JF103235,04-01-2022,018XX S LAKE SHORE DR E,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1,33,2015,12:30:00,29.10573384,79.28432831,378,Noon,Thursday
1551,12585740,JF104734,04-01-2022,007XX N CENTRAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),FALSE,FALSE,15,25,2015,0:00:00,30.95936647,80.86198679,279,Late Night,Thursday
1552,12584646,JF103376,04-01-2022,083XX S PERRY AVE,ASSAULT,SIMPLE,STREET,FALSE,FALSE,6,44,2015,16:43:00,28.64754426,78.06654252,352,Evening,Thursday
1553,12584509,JF103356,04-01-2022,030XX N HALSTED ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,19,6,2015,16:50:00,29.92669967,78.71067356,378,Evening,Thursday
1554,12584224,JF102924,04-01-2022,077XX N ASHLAND AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,24,1,2015,8:31:00,31.35440062,77.86375764,279,Morning,Thursday
1555,12588120,JF107801,02-01-2022,014XX N LARRABEE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,8,2015,9:00:00,31.22342354,81.15819587,279,Morning,Tuesday
1556,12584275,JF103037,04-01-2022,095XX S VANDERPOEL AVE,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,22,72,2015,12:00:00,31.34153394,78.99469064,378,Noon,Thursday
1557,12584097,JF102686,04-01-2022,075XX S EGGLESTON AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,6,69,2015,0:00:00,31.08943731,77.49405339,352,Late Night,Thursday
1558,12584936,JF103819,04-01-2022,056XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2,40,2015,20:00:00,31.44259369,81.13578995,279,Night,Thursday
1559,12584528,JF103326,04-01-2022,038XX N TROY ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,17,16,2015,16:00:00,28.62073179,78.64596784,352,Evening,Thursday
1560,12584379,JF103097,04-01-2022,089XX S MUSKEGON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,4,46,2015,12:39:00,30.84693908,79.696435,352,Noon,Thursday
1561,12585223,JF104275,04-01-2022,074XX S SOUTH SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,3,43,2015,17:00:00,30.57364936,80.42977082,427,Evening,Thursday
1562,12584849,JF103688,04-01-2022,060XX S RHODES AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,3,42,2015,22:56:00,29.9061456,78.2826238,38-42,Night,Thursday
1563,12585096,JF104023,04-01-2022,026XX W 21ST ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,10,30,2015,21:00:00,29.70020401,81.08440789,38-42,Night,Thursday
1564,12584233,JF102808,04-01-2022,0000X E WALTON ST,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,18,8,2015,5:30:00,29.72892685,79.55559354,379,Early Morning,Thursday
1565,12584287,JF102798,04-01-2022,041XX S STATE ST,BATTERY,SIMPLE,STREET,FALSE,FALSE,2,38,2015,6:55:00,31.36220201,80.60050026,352,Early Morning,Thursday
1566,12584682,JF103516,04-01-2022,020XX E 71ST ST,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,3,43,2015,17:46:00,31.09567244,80.54944473,352,Evening,Thursday
1567,12584604,JF103497,04-01-2022,034XX N HALSTED ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,19,6,2015,18:48:00,28.77349128,79.13550329,378,Evening,Thursday
1568,12584614,JF103524,04-01-2022,087XX S BEVERLY AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,22,71,2015,15:23:00,30.6173422,78.82659753,206,Noon,Thursday
1569,12585276,JF104259,04-01-2022,001XX S LAKE SHORE DR NB,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,1,32,2015,19:34:00,29.09395477,77.88553284,392,Evening,Thursday
1570,12584088,JF102681,04-01-2022,047XX W FULLERTON AVE,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,25,19,2015,0:09:00,28.96251604,81.08232667,352,Late Night,Thursday
1571,12586027,JF105028,04-01-2022,096XX S AVENUE N,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,4,52,2015,17:00:00,31.07805738,78.93455,378,Evening,Thursday
1572,12584444,JF103218,04-01-2022,046XX S ELLIS AVE,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,2,39,2015,14:00:00,30.09662841,80.35699696,352,Noon,Thursday
1573,12585390,JF104274,04-01-2022,001XX N FRANKLIN ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1,32,2015,0:01:00,30.36618522,78.99228024,379,Late Night,Thursday
1574,12585881,JF104776,04-01-2022,019XX W BELMONT AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,19,5,2015,13:15:00,28.62380929,78.58368854,378,Noon,Thursday
1575,12585360,JF104414,04-01-2022,053XX S DREXEL AVE,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,2,41,2015,15:00:00,28.76263998,80.09267705,378,Noon,Thursday
1576,12584546,JF103428,04-01-2022,009XX N OAKLEY BLVD,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,12,24,2015,17:30:00,29.60181061,78.65424076,352,Evening,Thursday
1577,12584076,JF102711,04-01-2022,0000X S BAGGAGE LN,THEFT,POCKET-PICKING,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,8,56,2015,0:25:00,31.11755382,80.82986471,378,Late Night,Thursday
1578,12584303,JF103034,04-01-2022,010XX S CLINTON ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1,28,2015,6:45:00,31.39536961,78.36081569,378,Early Morning,Thursday
1579,12584599,JF103543,04-01-2022,047XX W MAYPOLE AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,11,25,2015,9:20:00,28.84484719,79.73714756,378,Morning,Thursday
1580,12585134,JF104101,04-01-2022,015XX N WELLS ST,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,18,8,2015,20:00:00,29.00918536,78.80475072,427,Night,Thursday
1581,12584504,JF103402,04-01-2022,033XX N BROADWAY,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,19,6,2015,17:10:00,28.79068993,77.6550725,378,Evening,Thursday
1582,12584210,JF102792,04-01-2022,006XX N MICHIGAN AVE,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,FALSE,FALSE,18,8,2015,5:52:00,31.5029568,80.24285884,379,Early Morning,Thursday
1583,12584820,JF102744,04-01-2022,068XX S CARPENTER ST,ROBBERY,VEHICULAR HIJACKING,STREET,FALSE,FALSE,7,68,2015,3:20:00,29.79935909,78.09716401,392,Late Night,Thursday
1584,12584388,JF103147,04-01-2022,017XX N CENTRAL PARK AVE,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,TRUE,FALSE,25,23,2015,13:50:00,29.15894483,78.77849598,29,Noon,Thursday
